epoch, time, test_loss, train_loss, test_accuracy, reconstruction_loss_train, reconstruction_loss_test
0, 10.127809286117554, 0.6433714024628265, 0.6442102789878845, 9.58, 180.8202667236328, 179.71009768715388
1, 106.44612097740173, 0.05965228154783762, 0.22176937021013263, 97.41, 51.79578769740774, 45.22564451000358
2, 106.22480964660645, 0.0404264961333969, 0.047863380304341126, 98.44000000000001, 42.52398653172735, 41.06078242048432
3, 107.13263463973999, 0.03626246924830388, 0.038881655762603544, 98.76, 41.421416211484086, 40.921976548206956
4, 106.64975833892822, 0.03254806097078172, 0.03521610686837483, 99.02, 40.88543131000706, 39.783380049693434
5, 106.61346077919006, 0.031016036703050892, 0.032229803339727144, 99.00999999999999, 39.715492207866745, 38.75612447231631
6, 106.72910833358765, 0.029537569849362857, 0.030253158850488123, 99.1, 38.424575211905214, 37.13118497631218
7, 107.19557690620422, 0.027397255837634395, 0.027907226909833677, 99.19, 36.10606833256638, 34.35100746154785
8, 106.43528914451599, 0.02457871246800015, 0.025400834114376162, 99.28, 33.290597578101575, 31.53481430343435
9, 106.44612884521484, 0.023733170066453233, 0.023624785153119804, 99.14, 31.17683764459736, 29.92629705501508
10, 106.26062607765198, 0.021970190414333644, 0.021862861666598045, 99.35000000000001, 29.174659220648728, 27.94212235076518
11, 106.46998167037964, 0.021199361715890184, 0.020528029312870143, 99.33, 27.403598484454125, 26.599906366082685
12, 106.0801842212677, 0.020032681996309306, 0.01922837164658092, 99.37, 26.06353623526437, 25.347861446911775
13, 106.15176320075989, 0.020250598452042176, 0.017992405230795015, 99.19, 24.703191639263746, 24.011684876454026
14, 105.87200236320496, 0.019020663892638078, 0.017283691845929573, 99.36, 23.52363324521193, 22.85549694978738
15, 106.31204295158386, 0.017812853879472124, 0.016048798158860157, 99.35000000000001, 22.522748609595716, 21.976006809669205
16, 106.12143039703369, 0.017807884790191922, 0.015368627815215445, 99.4, 21.79895631590886, 21.4394108132471
17, 107.22658276557922, 0.017769585487350255, 0.01467442298248442, 99.35000000000001, 21.17325684358316, 20.672472507138796
18, 106.69780230522156, 0.018107239652094962, 0.013940297003620978, 99.35000000000001, 20.501794107433067, 20.28557514238961
19, 106.26136898994446, 0.01663356490103127, 0.013431737040564704, 99.42, 19.94503297378768, 19.510487532313867
20, 106.4371566772461, 0.016832826765183405, 0.012833357119420444, 99.32, 19.450154335005706, 19.157883197446413
21, 106.24677085876465, 0.016538979733197748, 0.012546395241562872, 99.4, 19.07668028304826, 18.92751509026636
22, 106.29462361335754, 0.015418077760104891, 0.011937460766783528, 99.44, 18.655813575045133, 18.394199081614047
23, 106.64233136177063, 0.015233959147965983, 0.011654039548991966, 99.44, 18.267062957861278, 18.049983567829372
24, 106.39099955558777, 0.01583715643191451, 0.011123256388503606, 99.29, 17.876779533906785, 17.746263854111298
25, 106.36230754852295, 0.015123217867663767, 0.010733747253142821, 99.42, 17.527531322894067, 17.436824846871293
26, 106.19380688667297, 0.015168021108860834, 0.01043233495237413, 99.42999999999999, 17.12422978903439, 16.947941997383214
27, 106.10959053039551, 0.014477816433940508, 0.010025175096693515, 99.42999999999999, 16.70124751215042, 16.557132612300826
28, 106.29797434806824, 0.013981443246284241, 0.009746958216680075, 99.4, 16.308169615039947, 16.088906360577933
29, 106.28071904182434, 0.013843946724752837, 0.009186402791296877, 99.44, 15.864850766114843, 15.755532035344764
30, 106.4938588142395, 0.013454982026515506, 0.00903737839799859, 99.44, 15.481324128758933, 15.3857010467143
31, 106.35656833648682, 0.01393730583588911, 0.008742008586602805, 99.41, 15.110027089556143, 15.169013771829725
